dev,name,batch_size,time,memory,graphs
cuda,adv_inception_v3,128,4.8370,13.0376,2
cuda,beit_base_patch16_224,128,4.7120,20.6495,2
cuda,botnet26t_256,128,5.2737,11.4926,2
cuda,cait_m36_384,4,4.9082,18.2740,77
cuda,coat_lite_mini,128,3.7305,11.7643,18
cuda,convit_base,64,3.5124,15.0651,27
cuda,convmixer_768_32,64,4.5820,26.7584,2
cuda,convnext_base,64,4.9549,15.3473,6
cuda,crossvit_9_240,64,4.9508,3.6677,2
cuda,cspdarknet53,64,9.1998,10.4972,2
cuda,deit_base_distilled_patch16_224,128,3.8695,18.8974,2
cuda,densenet121,128,9.3653,16.9116,14
cuda,dla102,128,5.4002,18.3297,2
cuda,dm_nfnet_f0,128,12.1855,14.1483,2
cuda,dpn107,64,20.2700,21.0408,2
cuda,eca_botnext26ts_256,128,5.5202,15.8396,2
cuda,eca_halonext26ts,128,5.8917,15.9556,2
cuda,ecaresnet101d,128,7.4181,22.2247,2
cuda,ese_vovnet19b_dw,128,4.1595,9.7116,2
cuda,fbnetc_100,128,7.3317,6.9650,2
cuda,fbnetv3_b,128,12.1306,10.9923,2
cuda,gernet_l,128,7.9905,8.2190,2
cuda,ghostnet_100,128,5.7230,5.3469,2
cuda,gluon_inception_v3,128,4.7623,13.0376,2
cuda,gluon_senet154,64,12.5295,23.8218,2
cuda,gluon_xception65,32,4.7650,13.6586,2
cuda,gmixer_24_224,128,3.5682,15.2369,50
cuda,gmlp_s16_224,128,3.6144,18.2656,32
cuda,hardcorenas_a,128,4.6120,6.0106,2
cuda,hrnet_w18,128,22.3475,16.5768,2
cuda,inception_v3,128,4.7318,13.0376,2
cuda,jx_nest_base,64,7.7005,19.7422,2
cuda,lcnet_050,128,3.9188,2.1602,2
cuda,legacy_senet154,64,8.7932,23.8228,2
cuda,levit_128,128,5.0979,2.9701,2
cuda,mixer_b16_224,128,3.1542,15.6583,26
cuda,mixnet_l,128,15.3811,15.0601,2
cuda,mnasnet_100,128,5.8338,5.8478,2
cuda,mobilenetv2_100,128,5.7854,10.1997,2
cuda,mobilenetv3_large_100,128,5.6708,5.8226,2
cuda,mobilevit_s,128,7.1215,24.3790,2
cuda,nasnetalarge,16,32.6963,15.4122,2
cuda,nfnet_l0,128,8.3178,11.7352,2
cuda,pit_b_224,64,4.0459,11.6979,2
cuda,pnasnet5large,16,26.1270,17.0401,2
cuda,poolformer_m36,64,8.1422,15.9936,2
cuda,regnety_002,128,6.6848,2.5737,2
cuda,repvgg_a2,128,7.6131,5.2363,2
cuda,res2net101_26w_4s,128,8.8232,21.5409,2
cuda,res2net50_14w_8s,128,6.6067,15.4463,2
cuda,res2next50,128,4.7633,15.9129,2
cuda,resmlp_12_224,128,3.2485,6.9940,2
cuda,resnest101e,64,10.6668,16.0406,2
cuda,resnet18,128,2.8905,3.0322,2
cuda,rexnet_100,128,7.7094,11.9667,2
cuda,sebotnet33ts_256,128,7.3561,20.5760,2
cuda,selecsls42b,128,3.1200,6.1347,2
cuda,spnasnet_100,128,7.2135,6.4392,2
cuda,swin_base_patch4_window7_224,64,12.5845,15.0306,3
cuda,swsl_resnext101_32x16d,32,5.2070,14.0149,2
cuda,tf_efficientnet_b0,128,7.1400,11.6212,2
cuda,tf_mixnet_l,128,19.2788,16.5948,2
cuda,tinynet_a,128,7.6981,9.2485,2
cuda,tnt_s_patch16_224,128,4.6729,18.8138,51
cuda,twins_pcpvt_base,128,4.7682,22.6213,34
cuda,visformer_small,128,3.7389,10.8293,2
cuda,vit_base_patch16_224,128,3.8265,18.7836,2
cuda,volo_d1_224,128,4.3047,18.6974,41
cuda,xcit_large_24_p8_224,11,5.3604,19.3820,78
