dev,name,batch_size,accuracy,calls_captured,unique_graphs,graph_breaks,unique_graph_breaks
cuda,adv_inception_v3,8,pass,315,2,4,3
cuda,beit_base_patch16_224,8,pass,470,2,4,3
cuda,botnet26t_256,8,pass,338,2,4,3
cuda,cait_m36_384,4,pass,1343,2,4,3
cuda,coat_lite_mini,8,pass,461,2,4,3
cuda,convit_base,8,pass,889,55,19,4
cuda,convmixer_768_32,8,pass,232,2,3,2
cuda,convnext_base,8,pass,496,2,4,3
cuda,crossvit_9_240,8,pass,601,2,4,3
cuda,cspdarknet53,8,pass,440,2,4,3
cuda,deit_base_distilled_patch16_224,8,pass,378,2,4,3
cuda,dla102,8,pass,417,2,4,3
cuda,dm_nfnet_f0,8,pass,617,2,4,3
cuda,dpn107,8,pass,744,2,4,3
cuda,eca_botnext26ts_256,8,pass,368,2,4,3
cuda,eca_halonext26ts,8,pass,392,2,4,3
cuda,ese_vovnet19b_dw,8,pass,158,2,4,3
cuda,fbnetc_100,8,pass,381,2,4,3
cuda,fbnetv3_b,8,pass,608,2,4,3
cuda,gernet_l,8,pass,407,2,4,3
cuda,ghostnet_100,8,pass,326,2,4,3
cuda,gluon_inception_v3,8,pass,315,2,4,3
cuda,gluon_xception65,8,fail_accuracy,354,2,4,3
cuda,gmixer_24_224,8,pass,633,2,4,3
cuda,gmlp_s16_224,8,pass,489,2,4,3
cuda,hrnet_w18,8,pass,1371,2,3,2
cuda,inception_v3,8,pass,315,2,4,3
cuda,jx_nest_base,8,pass,860,2,4,3
cuda,lcnet_050,8,pass,166,2,4,3
cuda,mixer_b16_224,8,pass,225,2,4,3
cuda,mixnet_l,8,pass,675,2,4,3
cuda,mnasnet_100,8,pass,302,2,4,3
cuda,mobilenetv2_100,8,pass,302,2,4,3
cuda,mobilenetv3_large_100,8,pass,313,2,4,3
cuda,mobilevit_s,8,pass,517,2,4,3
cuda,nfnet_l0,8,pass,548,2,4,3
cuda,pit_b_224,8,pass,424,2,4,3
cuda,pnasnet5large,8,pass,956,2,3,2
cuda,poolformer_m36,8,pass,697,2,4,3
cuda,regnety_002,8,pass,366,2,4,3
cuda,repvgg_a2,8,pass,395,2,4,3
cuda,res2net101_26w_4s,8,pass,805,2,4,3
cuda,res2net50_14w_8s,8,pass,701,2,4,3
cuda,res2next50,8,pass,397,2,4,3
cuda,resmlp_12_224,8,pass,201,2,4,3
cuda,resnest101e,8,pass,1020,2,4,3
cuda,rexnet_100,8,pass,402,2,4,3
cuda,sebotnet33ts_256,8,pass,462,2,4,3
cuda,selecsls42b,8,pass,134,2,4,3
cuda,spnasnet_100,8,pass,374,2,4,3
cuda,swin_base_patch4_window7_224,8,pass,1380,2,4,3
cuda,swsl_resnext101_32x16d,8,pass,413,2,4,3
cuda,tf_efficientnet_b0,8,pass,369,2,4,3
cuda,tf_mixnet_l,8,pass,690,2,4,3
cuda,tinynet_a,8,pass,433,2,4,3
cuda,tnt_s_patch16_224,8,pass,824,2,4,3
cuda,twins_pcpvt_base,8,pass,1020,2,4,3
cuda,visformer_small,8,pass,315,2,4,3
cuda,vit_base_patch16_224,8,pass,375,2,4,3
cuda,volo_d1_224,8,fail_accuracy,616,2,4,3
cuda,xcit_large_24_p8_224,8,fail_accuracy,1193,2,4,3
