dev,name,batch_size,time,memory,graphs
cuda,adv_inception_v3,128,4.6576,13.0376,2
cuda,beit_base_patch16_224,64,4.4925,10.5213,2
cuda,botnet26t_256,128,5.2786,11.4926,2
cuda,cait_m36_384,2,10.8095,9.6342,2
cuda,coat_lite_mini,128,4.5417,11.6370,2
cuda,convit_base,32,3.3077,7.7551,27
cuda,convmixer_768_32,32,3.9696,13.4316,2
cuda,convnext_base,32,5.3396,7.9234,2
cuda,crossvit_9_240,64,5.0089,3.6677,2
cuda,cspdarknet53,64,9.0928,10.4972,2
cuda,deit_base_distilled_patch16_224,64,3.7211,9.6711,2
cuda,densenet121,64,9.4078,8.4919,14
cuda,dla102,64,5.0321,9.2715,2
cuda,dm_nfnet_f0,128,12.2097,14.1483,2
cuda,dpn107,32,20.2919,10.7702,2
cuda,eca_botnext26ts_256,128,5.5658,15.8396,2
cuda,eca_halonext26ts,128,5.9054,15.9556,2
cuda,ecaresnet101d,64,7.0795,11.2783,2
cuda,ese_vovnet19b_dw,128,4.0374,9.7116,2
cuda,fbnetc_100,128,7.3739,6.9650,2
cuda,fbnetv3_b,128,12.2945,10.9923,2
cuda,gernet_l,128,7.9855,8.2190,2
cuda,ghostnet_100,128,5.6680,5.3469,2
cuda,gluon_inception_v3,128,4.6968,13.0376,2
cuda,gluon_senet154,32,12.1588,12.2349,2
cuda,gluon_xception65,32,4.6847,13.6586,2
cuda,gmixer_24_224,64,4.7519,7.6582,2
cuda,gmlp_s16_224,64,4.4770,9.1491,2
cuda,hardcorenas_a,128,4.5285,6.0106,2
cuda,hrnet_w18,128,22.4191,16.5768,2
cuda,inception_v3,128,4.7188,13.0376,2
cuda,jx_nest_base,64,7.6679,19.7422,2
cuda,lcnet_050,128,3.8878,2.1602,2
cuda,legacy_senet154,32,8.2741,12.2242,2
cuda,levit_128,128,5.1652,2.9701,2
cuda,mixer_b16_224,64,3.2332,7.9898,2
cuda,mixnet_l,64,15.1995,7.5510,2
cuda,mnasnet_100,128,5.7252,5.8478,2
cuda,mobilenetv2_100,128,5.7475,10.1997,2
cuda,mobilenetv3_large_100,128,5.7536,5.8226,2
cuda,mobilevit_s,64,6.8935,12.2027,2
cuda,nasnetalarge,16,32.7580,15.4122,2
cuda,nfnet_l0,128,8.3912,11.7352,2
cuda,pit_b_224,64,4.0139,11.6979,2
cuda,pnasnet5large,16,25.6982,17.0401,2
cuda,poolformer_m36,64,8.1297,15.9936,2
cuda,regnety_002,128,6.6155,2.5737,2
cuda,repvgg_a2,128,7.6552,5.2363,2
cuda,res2net101_26w_4s,64,8.1164,10.9395,2
cuda,res2net50_14w_8s,128,6.5614,15.4463,2
cuda,res2next50,128,4.7195,15.9129,2
cuda,resmlp_12_224,128,3.1838,7.0710,2
cuda,resnest101e,32,10.4168,8.1258,2
cuda,resnet18,128,2.7618,3.0322,2
cuda,rexnet_100,128,7.6260,11.9667,2
cuda,sebotnet33ts_256,64,6.7452,10.3424,2
cuda,selecsls42b,128,3.0268,6.2109,2
cuda,spnasnet_100,128,7.1736,6.4392,2
cuda,swin_base_patch4_window7_224,64,12.6799,15.0306,2
cuda,swsl_resnext101_32x16d,32,5.0747,14.0149,2
cuda,tf_efficientnet_b0,128,6.9822,11.6212,2
cuda,tf_mixnet_l,64,18.7449,8.3240,2
cuda,tinynet_a,128,7.6769,9.2485,2
cuda,tnt_s_patch16_224,64,6.3294,9.4606,2
cuda,twins_pcpvt_base,32,8.1643,5.8212,2
cuda,visformer_small,128,3.8239,10.8293,2
cuda,vit_base_patch16_224,64,3.7152,9.5883,2
cuda,volo_d1_224,64,5.1767,9.4615,2
cuda,xcit_large_24_p8_224,5,9.0829,9.2802,2
